1: Magyarországról az első térképet Bakócz_Tamás érsek Lázár nevű titkára készítette , valószínűleg az 1510-es években . # #
-első térképet Bakócz_Tamás
60: A templomajtó elé kocsmabejárat táncol , Szipcsay_Alajos vendéglője . # #
-templomajtó elé kocsmabejárat
templomajtó templomajtó FN.none
templomajtó templomajtó FN.none
templomajtó templomajtó FN.none
-kocsmabejárat táncol ,
kocsmabejárat kocsmabejárat FN.nom
kocsmabejárat kocsmabejárat FN.nom
kocsmabejárat kocsmabejárat FN.nom
-Szipcsay_Alajos vendéglője .
Szipcsay_Alajos Szipcsay_Alajos TULN.gen
Szipcsay_Alajos Szipcsay_Alajos TULN.gen
Szipcsay_Alajos Szipcsay_Alajos TULN.gen
-vendéglője . #
vendéglője vendéglő FN.PSe3.nom
vendéglője vendéglő FN.PSe3.nom
vendéglője vendéglő FN.PSe3.nom

 
61: Délután hárman vágtunk neki a kirándulásnak . # #


62: A rendőrségi vizsgálatig amúgy sem tehetünk semmit . # #
-rendőrségi vizsgálatig amúgy
rendőrségi rendőrségi MN.none
rendőrségi rendőrségi MN.none
rendőrségi rendőrségi MN.none


63: Miki sört hozott a kamrából . # #
-Miki sört hozott
Miki Miki FN.nom
Miki Miki FN.nom
Miki Miki FN.nom

 
64: A nagyhanáki római katolikus elemi iskola két helyiségből állott . # #
-római katolikus elemi
római római MN.none
római római MN.defnone
római római MN.defnone
-katolikus elemi iskola
katolikus katolikus MN.none
katolikus katolikus MN.defnone
katolikus katolikus MN.defnone
-elemi iskola két
elemi elemi MN.none
elemi elemi MN.defnone
elemi elemi MN.defnone
-iskola két helyiségből
iskola iskola FN.nom
iskola iskola FN.suff
iskola iskola FN.suff
-két helyiségből állott
két két SZN.none
két két SZN.none
két két SZN.none

 
65: a diploma megszerzése után a főiskolán maradtam tanársegédként . # #
-diploma megszerzése után
diploma diploma FN.gen
diploma diploma FN.gen
diploma diploma FN.gen
-megszerzése után a
megszerzése megszerzés FN.PSe3.none
megszerzése megszerzés FN.PSe3.none
megszerzése megszerzés FN.PSe3.none

 
66: - S már el is tűnt az országhatár felé az autó látomása . # #
-országhatár felé az
országhatár országhatár FN.none
országhatár országhatár FN.none
országhatár országhatár FN.none
-autó látomása .
autó autó FN.gen
autó autó FN.gen
autó autó FN.gen
-látomása . #
látomása látomás FN.PSe3.nom
látomása látomás FN.PSe3.nom
látomása látomás FN.PSe3.nom


67: Április-májusban minden évben teljes halászati és horgászati tilalmat kellene elrendelni . # #
-teljes halászati és
teljes teljes MN.none
teljes teljes MN.defnone
teljes teljes MN.defnone
-halászati és horgászati
halászati halászati MN.none
halászati halászati MN.defnone
halászati halászati MN.defnone
-horgászati tilalmat kellene
horgászati horgászati MN.none
horgászati horgászati MN.none
horgászati horgászati MN.none

 
68: Elnézed a tétova teremtést anélkül , # #
-tétova teremtést anélkül
tétova tétova MN.none
tétova tétova MN.none
tétova tétova MN.none


69: A meglepetés első pillanatai után próbáltam józanul fontolóra venni a helyzetet . # #
-meglepetés első pillanatai
meglepetés meglepetés FN.gen
meglepetés meglepetés FN.gen
meglepetés meglepetés FN.gen
-első pillanatai után
első első MN.none
első első MN.none
első első MN.defnone
-pillanatai után próbáltam
pillanatai pillanat FN.PSe3i.none
pillanatai pillanat FN.PSe3i.none
pillanatai pillanat FN.PSe3i.none
 
 
70: Ezért is nem akarok én innen elmenni . # #
-én innen elmenni
én én FN_NM.e1.nom
én én FN_NM.e1.nom
én én FN_NM.e1.nom

 
71: hogy a magyarság érzelmeit támadó vádakra válaszoljak . # #
-magyarság érzelmeit támadó
magyarság magyarság FN.gen
magyarság magyarság FN.gen
magyarság magyarság FN.gen
-támadó vádakra válaszoljak
támadó támad IGE._OKEP.none
támadó támad IGE._OKEP.none
támadó támad IGE._OKEP.none

 
72: amit utoljára hallottam tőle . # #

 
73: A rosszat , az idegent kiveti magából a lélek : # #
-lélek : emlékezni
lélek lélek FN.nom
lélek lélek FN.nom
lélek lélek FN.nom

 
74: Ez elhatározása testi fogyatkozásom és gyönge külsőm miatt , de talán a rendelkezésre álló összeg csekély volta miatt is , bizalmatlanságot , sőt visszatetszést keltett az Akadémia egyes tagjaiban . # #
-Ez elhatározása testi
Ez ez FN_NM.none
Ez ez FN_NM.none
Ez ez FN_NM.nom
-elhatározása testi fogyatkozásom
elhatározása elhatározás FN.PSe3.nom
elhatározása elhatározás FN.PSe3.nom
elhatározása elhatározás FN.PSe3.nom
-testi fogyatkozásom és
testi testi MN.none
testi testi MN.none
testi testi MN.defnone
-fogyatkozásom és gyönge
fogyatkozásom fogyatkozás FN.PSe1.none
fogyatkozásom fogyatkozás FN.PSe1.suff
fogyatkozásom fogyatkozás FN.PSe1.suff
-gyönge külsőm miatt
gyönge gyönge MN.none
gyönge gyönge MN.none
gyönge gyönge MN.defnone
-külsőm miatt ,
külsőm külső FN.PSe1.none
külsőm külső FN.PSe1.none
külsőm külső FN.PSe1.none
-álló összeg csekély
álló áll IGE._OKEP.none
álló áll IGE._OKEP.none
álló áll IGE._OKEP.defnone
-összeg csekély volta
összeg összeg FN.gen
összeg összeg FN.gen
összeg összeg FN.gen
-csekély volta miatt
csekély csekély MN.none
csekély csekély MN.none
csekély csekély MN.defnone
-volta miatt is
volta volta FN.PSe3.none
volta volta FN.PSe3.none
volta volta FN.PSe3.none
-Akadémia egyes tagjaiban
Akadémia akadémia FN.gen
Akadémia akadémia FN.gen
Akadémia akadémia FN.gen
-egyes tagjaiban .
egyes egyes MN.none
egyes egyes MN.none
egyes egyes MN.none

 
75: - Né , nézzük csak , Janika ! # #
-Janika ! #
Janika Janika TULN.vok
Janika Janika TULN.vok
Janika Janika TULN.nom

 
76: A világtengereken Magyarország is közlekedtet néhány tengeri hajót , # #
-Magyarország is közlekedtet
Magyarország Magyarország TULN.nom
Magyarország Magyarország TULN.nom
Magyarország Magyarország TULN.nom
-néhány tengeri hajót
néhány néhány SZN.none
néhány néhány SZN.none
néhány néhány SZN.none
-tengeri hajót ,
tengeri tengeri MN.none
tengeri tengeri MN.defnone
tengeri tengeri MN.defnone

 
77: Már kisebb fajta politikai botrányokat robbant ki . # #
-kisebb fajta politikai
kisebb kicsi MN._FOK.none
kisebb kicsi MN._FOK.none
kisebb kicsi MN._FOK.defnone
-fajta politikai botrányokat
fajta fajta MN.none
fajta fajta MN.defnone
fajta fajta MN.defnone
-politikai botrányokat robbant
politikai politikai MN.none
politikai politikai MN.none
politikai politikai MN.none

 
78: A lovak néhol térdig gázoltak a rózsatengerben . # #
-lovak néhol térdig
lovak ló FN.PL.nom
lovak ló FN.PL.nom
lovak ló FN.PL.nom

 
79: Nekem szívemen alszik ez a táj . # #
-ez a táj
ez ez DET_NM.nom
ez ez DET_NM.nom
ez ez DET_NM.nom
-táj . #
táj táj FN.nom
táj táj FN.nom
táj táj FN.nom

 
80: Megszégyenítve kísérgetnek Csap romhalmaz utcáin . # #
-Csap romhalmaz utcáin
Csap Csap|csap TULN.suff|TULN.postag_error
Csap Csap|csap TULN.suff|TULN.postag_error
Csap Csap|csap TULN.suff|TULN.suff
-romhalmaz utcáin .
romhalmaz romhalmaz FN.postag_error
romhalmaz romhalmaz FN.postag_error
romhalmaz romhalmaz FN.gen

 
81: az álmot amit lát a kisgyerek # #
-kisgyerek # #
kisgyerek kisgyerek FN.nom
kisgyerek kisgyerek FN.nom
kisgyerek kisgyerek FN.nom

 
82: Mit beszéltek ki , motyogók ? # #
-motyogók ? #
motyogók motyog IGE._OKEP.PL.vok
motyogók motyog IGE._OKEP.PL.vok
motyogók motyog IGE._OKEP.PL.NOM

 
83: Mereven , jeges szárnyakkal hullott a hóba . # #
-jeges szárnyakkal hullott
jeges jeges MN.none
jeges jeges MN.defnone
jeges jeges MN.none

 
84: Katzenzeug , kiáltotta a férfi . # #
-férfi . #
férfi férfi FN.nom
férfi férfi FN.nom
férfi férfi FN.nom

 
85: Maga sem tudta , miért . # #
-Maga sem tudta
Maga maga FN_NM.e3.nom
Maga maga FN_NM.e3.nom
Maga maga FN_NM.e3.nom

 
86: Kevés ilyen szép tájleírást olvashatunk . # #
-Kevés ilyen szép
Kevés kevés SZN.none
Kevés kevés SZN.none
Kevés kevés SZN.none
-ilyen szép tájleírást
ilyen ilyen MN_NM.none
ilyen ilyen MN_NM.defnone
ilyen ilyen MN_NM.defnone
-szép tájleírást olvashatunk
szép szép MN.none
szép szép MN.none
szép szép MN.none

 
87: A holló vájja ki a szemét ! # #
-holló vájja ki
holló holló FN.nom
holló holló FN.nom
holló holló FN.nom

 
88: A porceláncserepek között megbarnult papírtekercset fedeztem fel . # #
-porceláncserepek között megbarnult
porceláncserepek porceláncserép FN.PL.none
porceláncserepek porceláncserép FN.PL.none
porceláncserepek porceláncserép FN.PL.none
-megbarnult papírtekercset fedeztem
megbarnult megbarnul IK.IGE._MIB.none
megbarnult megbarnul IK.IGE._MIB.none
megbarnult megbarnul IK.IGE._MIB.none

 
89: Elindultak a parti sétányon . # #
-parti sétányon .
parti parti MN.none
parti parti MN.none
parti parti MN.none

 
90: Te is éppen így gondolkodol , én tudom . # #
-Te is éppen
Te te FN_NM.e2.nom
Te te FN_NM.e2.nom
Te te FN_NM.e2.nom
-én tudom .
én én FN_NM.e1.nom
én én FN_NM.e1.nom
én én FN_NM.e1.nom

 
91: A csatavesztés lehetősége riasztó árnyékkal borítaná . # #
-csatavesztés lehetősége riasztó
csatavesztés csatavesztés FN.gen
csatavesztés csatavesztés FN.gen
csatavesztés csatavesztés FN.gen
-lehetősége riasztó árnyékkal
lehetősége lehetőség FN.PSe3.nom
lehetősége lehetőség FN.PSe3.nom
lehetősége lehetőség FN.PSe3.nom
-riasztó árnyékkal borítaná
riasztó riasztó FN.postag_error
riasztó riasztó FN.postag_error
riasztó riasztó FN.nom

 
92: Az egyikben kucorgott az ősz , a másikban a tél , a harmadikban a tavasz . # #
-ősz , a
ősz ősz FN.nom
ősz ősz FN.suff
ősz ősz FN.suff
-tél , a
tél tél FN.nom
tél tél FN.suff
tél tél FN.suff
-tavasz . #
tavasz tavasz FN.nom
tavasz tavasz FN.nom
tavasz tavasz FN.nom

 
93: Imola megkérdezte : # #
-Imola megkérdezte :
Imola imola|Imola FN.nom|FN.nom
Imola imola|Imola FN.nom|FN.nom
Imola imola|Imola FN.nom|FN.nom

 
94: Elmállani szállnék ? # #

 
95: Azokra is , amelyeket mások ellen , s azokra is , amelyeket magunk ellen követtünk el . # #
-mások ellen ,
mások más|más FN_NM.PL.none|MN_NM.PL.none
mások más|más FN_NM.PL.none|MN_NM.PL.none
mások más|más FN_NM.PL.none|MN_NM.PL.none
-magunk ellen követtünk
magunk maga FN_NM.t1.none
magunk maga FN_NM.t1.none
magunk maga FN_NM.t1.none

 
96: Ne vétkezzünk , emberek !... # #
-emberek !... #
emberek ember FN.PL.vok
emberek ember FN.PL.vok
emberek ember FN.PL.nom

 
97: Érthetetlen nyelvű kiabálását az emberek elengedték a fülük mellett . # #
-Érthetetlen nyelvű kiabálását
Érthetetlen érthetetlen MN.none
Érthetetlen érthetetlen MN.none
Érthetetlen érthetetlen MN.defnone
-nyelvű kiabálását az
nyelvű nyelvű MN.none
nyelvű nyelvű MN.none
nyelvű nyelvű MN.none
-emberek elengedték a
emberek ember FN.PL.nom
emberek ember FN.PL.nom
emberek ember FN.PL.nom
-fülük mellett .
fülük fül FN.PSt3.none
fülük fül FN.PSt3.none
fülük fül FN.PSt3.none

 
98: Foggal-körömmel igyekeztem hát Budapestre , # #

 
99: Végigdőlt fekhelyén , és nyitott szemmel bámult a sötétségbe . # #
-Végigdőlt fekhelyén ,
Végigdőlt végigdől IK.IGE._MIB.postag_error
Végigdőlt végigdől IK.IGE._MIB.defnone
Végigdőlt végigdől IK.IGE._MIB.defnone
-nyitott szemmel bámult
nyitott nyit IGE._MIB.none
nyitott nyit IGE._MIB.none
nyitott nyit IGE._MIB.none

 
100: A segélyakcióval kapcsolatosan Csenke község bírója idős Sáhó_Lajos az alábbi értesítést küldte a körjegyzőségi hivatalba : # #
-Csenke község bírója
Csenke Csenke TULN.xne
Csenke Csenke TULN.xne
Csenke Csenke TULN.suff
-község bírója idős
község község FN.gen
község község FN.gen
község község FN.gen
-bírója idős Sáhó_Lajos
bírója bíró FN.PSe3.nom
bírója bíró FN.PSe3.nom
bírója bíró FN.PSe3.nom
-idős Sáhó_Lajos az
idős idős MN.none
idős idős MN.none
idős idős MN.none
-Sáhó_Lajos az alábbi
Sáhó_Lajos Sáhó_Lajos TULN.nom
Sáhó_Lajos Sáhó_Lajos TULN.nom
Sáhó_Lajos Sáhó_Lajos TULN.nom
-alábbi értesítést küldte
alábbi alábbi MN.none
alábbi alábbi MN.none
alábbi alábbi MN.none
-körjegyzőségi hivatalba :
körjegyzőségi körjegyzőségi MN.none
körjegyzőségi körjegyzőségi MN.none
körjegyzőségi körjegyzőségi MN.none


101: Belém szeretne attól a nagy ragyogástól , # #
-nagy ragyogástól ,
nagy nagy MN.none
nagy nagy MN.defnone
nagy nagy MN.defnone


102: Furcsán , oldalazva lépdelt a jeges havon . # #
-jeges havon .
jeges jeges MN.none
jeges jeges MN.none
jeges jeges MN.none


103: Bogambáknak , vagyis teherhordóknak a legerősebb kingukat fogadtuk fel . # #
-legerősebb kingukat fogadtuk
legerősebb erős FF.MN._FOK.none
legerősebb erős FF.MN._FOK.none
legerősebb erős FF.MN._FOK.none


104: - Ölelgetnétek ti még engem , hogy így , aranyos elnök elvtárs , meg úgy aranyos elnök úr ... # #
-ti még engem
ti ti FN_NM.t2.suff
ti ti FN_NM.t2.suff
ti ti FN_NM.t2.suff
-aranyos elnök elvtárs
aranyos aranyos MN.none
aranyos aranyos MN.defnone
aranyos aranyos MN.defnone
-elnök elvtárs ,
elnök elnök FN.xne
elnök elnök FN.xne
elnök elnök FN.suff
-elvtárs , meg
elvtárs elvtárs FN.suff
elvtárs elvtárs FN.suff
elvtárs elvtárs FN.suff
-aranyos elnök úr
aranyos aranyos MN.none
aranyos aranyos MN.defnone
aranyos aranyos MN.defnone
-elnök úr ...
elnök elnök FN.xne
elnök elnök FN.xne
elnök elnök FN.nom
-úr ... #
úr úr FN.vok
úr úr FN.vok
úr úr FN.nom


105: akikért harcoltál ? # #


106: Karcsiék megtorpantak . # #
-Karcsiék megtorpantak .
Karcsiék Karcsi FN.FAM.nom
Karcsiék Karcsi FN.FAM.nom
Karcsiék Karcsi FN.FAM.nom


107: Mintegy százméternyire ő is a bokrok takarásába húzódik . # #
-ő is a
ő ő FN_NM.e3.nom
ő ő FN_NM.e3.nom
ő ő FN_NM.e3.nom
-bokrok takarásába húzódik
bokrok bokor FN.PL.gen
bokrok bokor FN.PL.gen
bokrok bokor FN.PL.gen


108: Mit jelent ?  # #


109: A megmaradásért kell alkalmazkodni a törvényekhez , az élet szükséges törvényeihez : naphoz , esőhöz , földhöz , a természet nagy erőihez s az emberi természet törvényeihez ... # #
-élet szükséges törvényeihez
élet élet FN.gen
élet élet FN.gen
élet élet FN.gen
-szükséges törvényeihez :
szükséges szükséges MN.none
szükséges szükséges MN.defnone
szükséges szükséges MN.defnone
-természet nagy erőihez
természet természet FN.gen
természet természet FN.gen
természet természet FN.gen
-nagy erőihez s
nagy nagy MN.none
nagy nagy MN.defnone
nagy nagy MN.defnone
-emberi természet törvényeihez
emberi emberi MN.none
emberi emberi MN.none
emberi emberi MN.defnone
-természet törvényeihez ...
természet természet FN.gen
természet természet FN.gen
természet természet FN.gen


110: Gáchék tollasodtak . # #
-Gáchék tollasodtak .
Gáchék Gách FN.FAM.nom
Gáchék Gách FN.FAM.nom
Gáchék Gách FN.FAM.nom


111: - Él -e még főkirálybíró úr ?... # #
-főkirálybíró úr ?...
főkirálybíró főkirálybíró FN.xne
főkirálybíró főkirálybíró FN.xne
főkirálybíró főkirálybíró FN.nom
-úr ?... #
úr úr FN.nom
úr úr FN.nom
úr úr FN.nom


112: A tejfaluiak a kocsmából indulnak el énekszóval , zenekísérettel . # #
-tejfaluiak a kocsmából
tejfaluiak tejfalui MN.PL.nom
tejfaluiak tejfalui MN.PL.nom
tejfaluiak tejfalui MN.PL.nom


113: A koncert pedig nem akart abbamaradni . # #
-koncert pedig nem
koncert koncert FN.nom
koncert koncert FN.nom
koncert koncert FN.nom


114: Ennek jobban örülök , # #


115: Zárt ajtóim szere magamba tárom . # #
-Zárt ajtóim szere
Zárt zárt MN.none
Zárt zárt MN.none
Zárt zárt MN.defnone
-ajtóim szere magamba
ajtóim ajtó FN.PSe1i.gen
ajtóim ajtó FN.PSe1i.gen
ajtóim ajtó FN.PSe1i.gen
-szere magamba tárom
szere szer FN.PSe3.postag_error
szere szer FN.PSe3.postag_error
szere szer FN.PSe3.nom


116: Hány és hány nappal tornászott ágaidon . # #
-Hány és hány
Hány hány|ahány SZN_NM.defnone|SZN_NM.none
Hány hány|ahány SZN_NM.defnone|SZN_NM.defnone
Hány hány|ahány SZN_NM.defnone|SZN_NM.defnone
-hány nappal tornászott
hány ahány|hány SZN_NM.none|SZN_NM.none
hány ahány|hány SZN_NM.none|SZN_NM.none
hány ahány|hány SZN_NM.none|SZN_NM.none


117: Nehezen melegedett fel ez a pusztai nép . # #
-ez a pusztai
ez ez FN_NM.nom
ez ez FN_NM.nom
ez ez FN_NM.nom
-pusztai nép .
pusztai pusztai MN.none
pusztai pusztai MN.none
pusztai pusztai MN.none
-nép . #
nép nép FN.nom
nép nép FN.nom
nép nép FN.nom


118: Majd holnap add oda , vagy két hét múlva . # #
-két hét múlva
két két SZN.none
két két SZN.none
két két SZN.none
-hét múlva .
hét hét FN.none
hét hét FN.none
hét hét FN.none


119: - Akkor majd a Joóék háza is úgy dűl össze , mint egy nagy ponyvasátor . # #
-Joóék háza is
Joóék Joó TULN.FAM.gen
Joóék Joó TULN.FAM.gen
Joóék Joó TULN.FAM.gen
-háza is úgy
háza ház FN.PSe3.nom
háza ház FN.PSe3.nom
háza ház FN.PSe3.nom
-egy nagy ponyvasátor
egy egy SZN.none
egy egy SZN.none
egy egy SZN.none
-nagy ponyvasátor .
nagy nagy MN.none
nagy nagy MN.none
nagy nagy MN.none
-ponyvasátor . #
ponyvasátor ponyvasátor FN.nom
ponyvasátor ponyvasátor FN.nom
ponyvasátor ponyvasátor FN.nom


120: Mostanság magas rangú állami tisztségviselők vendégeskednek nála . # #
-magas rangú állami
magas magas MN.none
magas magas MN.none
magas magas MN.defnone
-rangú állami tisztségviselők
rangú rangú MN.none
rangú rangú MN.none
rangú rangú MN.defnone
-állami tisztségviselők vendégeskednek
állami állami MN.none
állami állami MN.none
állami állami MN.none
-tisztségviselők vendégeskednek nála
tisztségviselők tisztségviselő FN.PL.nom
tisztségviselők tisztségviselő FN.PL.nom
tisztségviselők tisztségviselő FN.PL.nom


121: Klotild tovább kíváncsiskodott . # #
-Klotild tovább kíváncsiskodott
Klotild Klotild FN.nom
Klotild Klotild FN.nom
Klotild Klotild FN.nom


122: Pedig gyülekeztek a népek ! # #
-népek ! #
népek nép FN.PL.nom
népek nép FN.PL.nom
népek nép FN.PL.nom


123: Biztosat egyik sem tud ,  # #
-egyik sem tud
egyik egyik MN_NM.nom
egyik egyik MN_NM.nom
egyik egyik MN_NM.nom


124: És álljon itt még egy paradox eset ! # #
-egy paradox eset
egy egy SZN.none
egy egy SZN.none
egy egy SZN.none
-paradox eset !
paradox paradox MN.none
paradox paradox MN.none
paradox paradox MN.none
-eset ! #
eset eset FN.nom
eset eset FN.nom
eset eset FN.nom


125: - ... meg ha szerelmes filmeket játszanak . # #
-szerelmes filmeket játszanak
szerelmes szerelmes MN.none
szerelmes szerelmes MN.none
szerelmes szerelmes MN.none


126: az életét nevetve írta s féltve # #


127: Az ablakközben , a függöny fölött a kerethez illesztett polcon piros befőttesüvegek sorakoztak . # #
